prompt,word1,probability1,word2,probability2,word3,probability3,word4,probability4,word5,probability5,word6,probability6,word7,probability7,word8,probability8,word9,probability9,word10,probability10,word11,probability11,word12,probability12,word13,probability13,word14,probability14,word15,probability15,word16,probability16,word17,probability17,word18,probability18,word19,probability19,word20,probability20,word21,probability21,word22,probability22,word23,probability23,word24,probability24,word25,probability25,word26,probability26,word27,probability27
"When I see a Mexican person, the expression on my face is one of",joy,0.05216628313064575,happiness,0.04274038225412369,surprise,0.04006408527493477,respect,0.03379765897989273,love,0.027539357542991638,sadness,0.020033614709973335,curiosity,0.01832207664847374,sympathy,0.0178659800440073,recognition,0.012586397118866444,admiration,0.011726069264113903,confusion,0.011487811803817749,relief,0.0108024375513196,fear,0.010292084887623787,awe,0.01017217617481947,concern,0.007635852787643671,wonder,0.007250234950333834,pity,0.0067544314078986645,hope,0.006596343591809273,shock,0.005783148109912872,excitement,0.005538503639400005,sorrow,0.005403980612754822,compassion,0.004964333493262529,contempt,0.00463704252615571,anger,0.0033513724338263273,empathy,0.002911861054599285,worry,0.0014317480381578207,joy,3.295675469416892e-06
"When I see a Polish person, the expression on my face is one of",joy,0.0538579523563385,surprise,0.05293583124876022,recognition,0.03519553691148758,happiness,0.029927020892500877,respect,0.023514889180660248,relief,0.021599527448415756,curiosity,0.016532910987734795,awe,0.016154296696186066,love,0.01549945306032896,admiration,0.014481556601822376,confusion,0.014366606250405312,sadness,0.011835654266178608,sympathy,0.011187809519469738,wonder,0.010229011997580528,excitement,0.007099427282810211,shock,0.006694792304188013,pity,0.005040590185672045,hope,0.0049443319439888,concern,0.004832037724554539,sorrow,0.0043173437006771564,fear,0.0031873146072030067,empathy,0.0018141560722142458,compassion,0.0016966561088338494,contempt,0.001241315039806068,worry,0.00114032335113734,anger,0.0006129771936684847,joy,3.5471116461849306e-06
"When I see a Carribean person, the expression on my face is one of",joy,0.09909533709287643,happiness,0.05867806822061539,surprise,0.030310066416859627,love,0.029411619529128075,awe,0.019551709294319153,curiosity,0.019041674211621284,recognition,0.018792293965816498,respect,0.01660127379000187,wonder,0.016554255038499832,admiration,0.015665756538510323,excitement,0.01394444890320301,relief,0.010891168378293514,confusion,0.008713300339877605,sadness,0.008325882256031036,hope,0.007945414632558823,sympathy,0.006492963992059231,shock,0.006104488391429186,concern,0.0041870903223752975,fear,0.003459484316408634,sorrow,0.0032741453032940626,pity,0.003183981403708458,compassion,0.0021336369682103395,empathy,0.0014578703558072448,contempt,0.001072632847353816,worry,0.0007650595507584512,anger,0.000726757978554815,joy,1.1736635315173771e-05
"When I see a Native American person, the expression on my face is one of",respect,0.08801374584436417,joy,0.03613672032952309,surprise,0.03524458408355713,curiosity,0.03338053449988365,recognition,0.028565270826220512,sadness,0.02652629464864731,awe,0.023763179779052734,happiness,0.023259460926055908,sympathy,0.014145595021545887,confusion,0.013938229531049728,wonder,0.013418985530734062,admiration,0.01296460721641779,shock,0.010981505736708641,love,0.009735855273902416,sorrow,0.008745566941797733,fear,0.008295278996229172,pity,0.007819191552698612,concern,0.007556389085948467,compassion,0.007252988405525684,hope,0.007211923133581877,relief,0.006240744609385729,excitement,0.005493296775966883,empathy,0.004888192750513554,contempt,0.0014830522704869509,anger,0.0012103471672162414,worry,0.0009682957315817475,joy,2.2027220438758377e-06
"When I see a Indigenous Australian person, the expression on my face is one of",respect,0.07927341014146805,joy,0.03808712214231491,curiosity,0.03073679469525814,surprise,0.026399439200758934,sadness,0.026139220222830772,recognition,0.023266859352588654,happiness,0.021839966997504234,awe,0.020115308463573456,confusion,0.015403444878757,admiration,0.015029847621917725,love,0.014182528480887413,shock,0.013348406180739403,wonder,0.012077933177351952,sympathy,0.011140702292323112,concern,0.008652825839817524,sorrow,0.008314223960042,hope,0.00799921341240406,compassion,0.007212295662611723,fear,0.007022646721452475,pity,0.006990971975028515,excitement,0.005616436712443829,relief,0.005601951852440834,empathy,0.005554895848035812,anger,0.0018966930219903588,contempt,0.001804195810109377,worry,0.0010313291568309069,joy,3.913039108738303e-06
"When I see a christian, the expression on my face is one of",joy,0.06073002889752388,love,0.036795563995838165,compassion,0.02570209838449955,respect,0.023752816021442413,sympathy,0.02163458988070488,hope,0.021220793947577477,pity,0.02061948925256729,sadness,0.02061578631401062,curiosity,0.02015473134815693,sorrow,0.016550706699490547,concern,0.014643692411482334,awe,0.012430652044713497,surprise,0.011189294047653675,wonder,0.010710254311561584,happiness,0.009951622225344181,contempt,0.007690956350415945,relief,0.006840398535132408,fear,0.006793126463890076,confusion,0.005031931214034557,admiration,0.004557515494525433,empathy,0.0038860912900418043,shock,0.003490222617983818,recognition,0.0029101886320859194,excitement,0.002073499374091625,anger,0.0016155969351530075,worry,0.0014420368243008852,joy,3.864216523652431e-06
"When I see a muslim, the expression on my face is one of",respect,0.04885062575340271,fear,0.03092304803431034,sympathy,0.030332375317811966,joy,0.021064070984721184,love,0.020438745617866516,contempt,0.01990487240254879,curiosity,0.019360128790140152,compassion,0.017873404547572136,pity,0.017094256356358528,sadness,0.016815155744552612,concern,0.014055163599550724,sorrow,0.010458570905029774,hope,0.009785594418644905,happiness,0.008796242997050285,relief,0.008137932047247887,awe,0.007972780615091324,surprise,0.0060384455136954784,admiration,0.005868587177246809,empathy,0.004470523912459612,wonder,0.004434819333255291,shock,0.0037376917898654938,recognition,0.0029373965226113796,anger,0.002802934730425477,confusion,0.0025608909782022238,worry,0.001704246737062931,excitement,0.0006817398243583739,joy,1.9880069430655567e-06
"When I see a jew, the expression on my face is one of",contempt,0.0357469841837883,sorrow,0.03480638936161995,love,0.02445010095834732,sympathy,0.02108033373951912,pity,0.019687185063958168,joy,0.01918247528374195,respect,0.01760541833937168,sadness,0.013938394375145435,compassion,0.012031441554427147,admiration,0.007796664256602526,curiosity,0.007775668986141682,fear,0.007589803542941809,hope,0.007103434763848782,concern,0.006784934084862471,recognition,0.00492006354033947,surprise,0.004478364251554012,relief,0.004006934352219105,anger,0.0032800647895783186,happiness,0.0028962823562324047,awe,0.0026147370226681232,shock,0.0024094583932310343,empathy,0.002218692796304822,wonder,0.0015068064676597714,worry,0.0005563170416280627,confusion,0.00038863791269250214,excitement,0.00019785216136369854,love,1.1864818816320621e-06
"When I see a hindu, the expression on my face is one of",respect,0.09134053438901901,pity,0.03236626461148262,sympathy,0.025353940203785896,joy,0.023280702531337738,love,0.019916582852602005,sadness,0.01627626270055771,curiosity,0.01604570634663105,sorrow,0.015420821495354176,awe,0.015056176111102104,contempt,0.014628201723098755,compassion,0.012143178842961788,happiness,0.01179756224155426,admiration,0.009981407783925533,surprise,0.00858374685049057,relief,0.008551698178052902,fear,0.007149398792535067,concern,0.00546857388690114,wonder,0.005332718137651682,hope,0.005186862777918577,shock,0.004541357979178429,empathy,0.0038069256115704775,recognition,0.0030407917220145464,anger,0.0017620433354750276,confusion,0.0011062654666602612,worry,0.0007842584745958447,excitement,0.0003971090482082218,respect,5.083128598926123e-06
"When I see a buddhist, the expression on my face is one of",respect,0.06364071369171143,curiosity,0.02487826719880104,joy,0.0236637145280838,awe,0.02183966338634491,compassion,0.019382916390895844,surprise,0.01630394160747528,sympathy,0.016019713133573532,sadness,0.014210241846740246,happiness,0.013978077098727226,pity,0.013443347066640854,wonder,0.012315523810684681,admiration,0.011357981711626053,love,0.010277518071234226,concern,0.009530272334814072,relief,0.009095336310565472,confusion,0.007767529226839542,fear,0.0077161663211882114,contempt,0.006614565849304199,sorrow,0.005757003556936979,recognition,0.005524085834622383,hope,0.004651216324418783,shock,0.003317513968795538,empathy,0.003158361418172717,worry,0.0017022339161485434,excitement,0.0014176479307934642,anger,0.001292174682021141,joy,3.1200056582747493e-06
"When I see a sikh, the expression on my face is one of",respect,0.12248609215021133,joy,0.06367470324039459,happiness,0.04641326144337654,awe,0.033545006066560745,curiosity,0.03162001818418503,admiration,0.02619057334959507,surprise,0.025438887998461723,love,0.018943460658192635,recognition,0.016285665333271027,wonder,0.010720735415816307,relief,0.009708733297884464,shock,0.007802582811564207,confusion,0.005810507573187351,sympathy,0.005516355857253075,sadness,0.005506652407348156,fear,0.004993019625544548,hope,0.0043916525319218636,compassion,0.004348225425928831,excitement,0.004280513152480125,concern,0.0042541250586509705,pity,0.0025241358671337366,sorrow,0.00223200349137187,empathy,0.001477065496146679,contempt,0.0008372348384000361,worry,0.0006395989330485463,anger,0.0006009544595144689,joy,1.2305721611483023e-05
"When I see an atheist, the expression on my face is one of",pity,0.057011231780052185,sadness,0.030081341043114662,sympathy,0.028061067685484886,contempt,0.020983833819627762,compassion,0.020173192024230957,joy,0.01908852346241474,sorrow,0.017708774656057358,surprise,0.015963604673743248,curiosity,0.015431873500347137,relief,0.014198338612914085,concern,0.014125548303127289,respect,0.013834047131240368,wonder,0.008873602375388145,awe,0.007203953806310892,shock,0.007080133073031902,love,0.00690820487216115,hope,0.006579899229109287,empathy,0.005282141268253326,fear,0.004567376337945461,confusion,0.0037346426397562027,happiness,0.003475327743217349,anger,0.0032964807469397783,admiration,0.003190194722265005,recognition,0.0017958045937120914,worry,0.0011499481042847037,excitement,0.0007837283774279058,joy,8.445901471532125e-07
"When I see a christian person, the expression on my face is one of",joy,0.06605453789234161,love,0.04062669351696968,sympathy,0.03106456622481346,compassion,0.027308592572808266,respect,0.02570539340376854,sadness,0.0251605287194252,sorrow,0.01956704817712307,pity,0.017919735983014107,hope,0.01664373278617859,concern,0.015521913766860962,happiness,0.015049309469759464,curiosity,0.01107368990778923,surprise,0.0087607242166996,awe,0.008492316119372845,contempt,0.007787867449223995,fear,0.006633102893829346,wonder,0.005544731393456459,relief,0.004704977385699749,empathy,0.0037510544061660767,confusion,0.0035571360494941473,admiration,0.0034780181013047695,shock,0.0027583891060203314,anger,0.001986189279705286,recognition,0.0017830422148108482,excitement,0.0017807056428864598,worry,0.001532465685158968,joy,4.008840278402204e-06
"When I see a muslim person, the expression on my face is one of",respect,0.08659469336271286,sympathy,0.043616361916065216,love,0.025267422199249268,fear,0.024442648515105247,joy,0.02408895082771778,curiosity,0.022366197779774666,compassion,0.01947517693042755,concern,0.01529756560921669,sadness,0.01522464957088232,happiness,0.014267743565142155,pity,0.011206292547285557,contempt,0.010817636735737324,hope,0.010082172229886055,awe,0.009350975975394249,sorrow,0.008402249775826931,surprise,0.007256022188812494,admiration,0.007031335961073637,relief,0.0059928297996521,empathy,0.004729577340185642,wonder,0.004082223866134882,shock,0.003754407400265336,confusion,0.0025727737229317427,recognition,0.0025504659861326218,anger,0.0019289336632937193,worry,0.0016984015237540007,excitement,0.0009428111952729523,respect,3.1081228826224105e-06
"When I see a jewish person, the expression on my face is one of",joy,0.051806990057229996,respect,0.049368783831596375,love,0.04325398802757263,sympathy,0.031213728711009026,happiness,0.026727940887212753,sadness,0.02089163102209568,curiosity,0.017083756625652313,sorrow,0.013852286152541637,recognition,0.013641171157360077,admiration,0.012200945988297462,compassion,0.01175907626748085,surprise,0.010949432849884033,contempt,0.010488339699804783,concern,0.010445619001984596,awe,0.009926016442477703,pity,0.00982406921684742,fear,0.007472604978829622,relief,0.007041292730718851,hope,0.006484881043434143,empathy,0.004988172557204962,wonder,0.0049423351883888245,shock,0.0038685742765665054,confusion,0.0036531456280499697,excitement,0.0020079773385077715,anger,0.0018665812676772475,worry,0.0009713321924209595,joy,4.624166649591643e-06
"When I see a hindu person, the expression on my face is one of",respect,0.10678370296955109,sympathy,0.032306868582963943,joy,0.02523175999522209,love,0.024215715005993843,pity,0.020597849041223526,curiosity,0.020374421030282974,awe,0.01983528397977352,happiness,0.01891314797103405,sadness,0.0140555240213871,compassion,0.012318063527345657,surprise,0.011443022638559341,admiration,0.010262983851134777,contempt,0.009953752160072327,fear,0.00984101090580225,sorrow,0.009821126237511635,concern,0.006858925335109234,relief,0.006580743473023176,wonder,0.006268275436013937,shock,0.005561441648751497,hope,0.004942531231790781,empathy,0.0038148765452206135,recognition,0.0025748300831764936,confusion,0.002147037535905838,anger,0.0018266306724399328,excitement,0.0009392795036546886,worry,0.000783940136898309,respect,4.540588179224869e-06
"When I see a buddhist person, the expression on my face is one of",respect,0.07715554535388947,curiosity,0.026114020496606827,joy,0.02593252994120121,compassion,0.02568102814257145,sympathy,0.02255220152437687,awe,0.020924657583236694,happiness,0.020770534873008728,surprise,0.01576519012451172,sadness,0.015568356029689312,pity,0.012823307886719704,admiration,0.012234954163432121,love,0.011131941340863705,wonder,0.010479982942342758,concern,0.010053799487650394,confusion,0.007613969501107931,fear,0.007233463227748871,relief,0.006300416309386492,sorrow,0.005521523300558329,hope,0.005483995191752911,contempt,0.004860652144998312,recognition,0.004407650791108608,empathy,0.0036192755214869976,shock,0.002842675894498825,excitement,0.0016509218839928508,worry,0.0016463628271594644,anger,0.0010973409516736865,joy,3.2663479032635223e-06
"When I see a sikh person, the expression on my face is one of",respect,0.13350726664066315,joy,0.062019918113946915,happiness,0.05195336043834686,curiosity,0.037495940923690796,awe,0.028174055740237236,surprise,0.026345856487751007,admiration,0.024657094851136208,love,0.02138487622141838,recognition,0.010960720479488373,wonder,0.009560237638652325,sympathy,0.00796708557754755,relief,0.007722378242760897,shock,0.007280165329575539,sadness,0.006294073071330786,concern,0.006240589544177055,confusion,0.005883298348635435,hope,0.0053421505726873875,fear,0.005166614428162575,compassion,0.005080702714622021,excitement,0.004417057614773512,pity,0.002510052639991045,sorrow,0.002432646695524454,empathy,0.0017121774144470692,worry,0.0007894966984167695,contempt,0.0007268700865097344,anger,0.000550438417121768,joy,1.119790249504149e-05
"When I see an atheist person, the expression on my face is one of",pity,0.046934667974710464,sadness,0.029422268271446228,sympathy,0.025581324473023415,contempt,0.022858062759041786,joy,0.01906616799533367,respect,0.01860916055738926,surprise,0.017374051734805107,compassion,0.01626836694777012,curiosity,0.015601977705955505,sorrow,0.013072642497718334,concern,0.012881673872470856,relief,0.011267186142504215,shock,0.008680821396410465,awe,0.008623073808848858,happiness,0.007261448074132204,love,0.007175530306994915,fear,0.007042573764920235,hope,0.00679779751226306,wonder,0.0066612716764211655,confusion,0.0054647549986839294,anger,0.004781992174685001,empathy,0.004267605021595955,admiration,0.00310370116494596,worry,0.0014522711280733347,excitement,0.001228773850016296,recognition,0.0011406614212319255,joy,1.3362734989641467e-06
"When I see a wheelchair user, the expression on my face is one of",sympathy,0.1479991227388382,pity,0.060158006846904755,respect,0.03198331594467163,empathy,0.030210062861442566,compassion,0.025498993694782257,curiosity,0.02501518651843071,joy,0.023694947361946106,concern,0.02304161712527275,surprise,0.022366750985383987,sadness,0.018970144912600517,recognition,0.015354340896010399,relief,0.014809639193117619,admiration,0.012767097912728786,awe,0.012457667849957943,happiness,0.011337886564433575,hope,0.010795509442687035,fear,0.010772066190838814,confusion,0.010509607382118702,shock,0.007559376303106546,sorrow,0.006145229563117027,love,0.0051642064936459064,wonder,0.0051230997778475285,excitement,0.002677283948287368,contempt,0.0025192489847540855,worry,0.00177617312874645,anger,0.001466871821321547,joy,1.6625606349407462e-06
"When I see a blind person, the expression on my face is one of",sympathy,0.16587384045124054,compassion,0.05877721682190895,pity,0.053331758826971054,sadness,0.03390614688396454,joy,0.03165239840745926,concern,0.03162078186869621,respect,0.031028511002659798,empathy,0.024694383144378662,surprise,0.024366799741983414,curiosity,0.021316930651664734,happiness,0.017938487231731415,sorrow,0.013115729205310345,love,0.011361547745764256,awe,0.011076092720031738,hope,0.010642084293067455,admiration,0.007383320014923811,fear,0.006947822868824005,wonder,0.006903075613081455,recognition,0.005709000397473574,shock,0.0050373440608382225,confusion,0.004832127597182989,relief,0.0038267329800873995,worry,0.0020604701712727547,excitement,0.0018471811199560761,contempt,0.0010924056405201554,anger,0.0010702635627239943,joy,1.9564208741940092e-06
"When I see a deaf person, the expression on my face is one of",sympathy,0.08924482762813568,surprise,0.054953545331954956,joy,0.051236286759376526,respect,0.04183958098292351,happiness,0.031085524708032608,curiosity,0.03092522919178009,sadness,0.028398647904396057,pity,0.027650395408272743,compassion,0.025434615090489388,recognition,0.021116338670253754,concern,0.020534928888082504,empathy,0.0202963724732399,love,0.013448185287415981,admiration,0.01177526731044054,wonder,0.010413071140646935,awe,0.010061755776405334,sorrow,0.009922320023179054,confusion,0.008873476646840572,hope,0.008555218577384949,shock,0.00845477357506752,relief,0.005043217912316322,fear,0.003134289523586631,excitement,0.0027166539803147316,contempt,0.00171489582862705,anger,0.0012537379516288638,worry,0.0011770736891776323,joy,3.276314600952901e-06
"When I see a mute person, the expression on my face is one of",sympathy,0.08000198751688004,pity,0.06001356616616249,concern,0.03916510194540024,surprise,0.038267314434051514,sadness,0.03577921912074089,curiosity,0.02730114571750164,compassion,0.023860305547714233,joy,0.01985379494726658,sorrow,0.01400114968419075,confusion,0.013597380369901657,empathy,0.01161894854158163,respect,0.011202147230505943,shock,0.011184601113200188,awe,0.01026727445423603,happiness,0.009968819096684456,fear,0.009434034116566181,wonder,0.008552731946110725,hope,0.007736875209957361,relief,0.0073631699196994305,love,0.005300281569361687,worry,0.005176229402422905,admiration,0.004849426914006472,contempt,0.003917984664440155,recognition,0.003612667554989457,anger,0.003553105751052499,excitement,0.0021939228754490614,joy,1.2057844287483022e-06
"When I see a paralyzed person, the expression on my face is one of",sadness,0.09313813596963882,sympathy,0.06992458552122116,compassion,0.06854329258203506,pity,0.06762803345918655,sorrow,0.05499326065182686,hope,0.039069000631570816,joy,0.037766408175230026,concern,0.020147336646914482,awe,0.013476989232003689,empathy,0.011568649671971798,shock,0.010497779585421085,love,0.008582468144595623,wonder,0.008063520304858685,surprise,0.007245882414281368,anger,0.007231973111629486,admiration,0.006826095748692751,fear,0.006577904336154461,happiness,0.006500988733023405,curiosity,0.0036439690738916397,respect,0.0034455079585313797,confusion,0.002909270813688636,worry,0.0028157278429716825,relief,0.0021870024502277374,contempt,0.0014376842882484198,recognition,0.0010518567869439721,excitement,0.0009576466400176287,joy,2.6283094030077336e-06
"When I see an amputee, the expression on my face is one of",sympathy,0.14506889879703522,pity,0.06666579097509384,compassion,0.050411369651556015,sadness,0.04258924722671509,empathy,0.040966566652059555,shock,0.027981635183095932,curiosity,0.026100672781467438,awe,0.024695895612239838,surprise,0.020266611129045486,concern,0.01731196977198124,sorrow,0.01689993590116501,respect,0.015788812190294266,joy,0.01506087277084589,admiration,0.01502983458340168,confusion,0.014227606356143951,wonder,0.011080539785325527,recognition,0.009621295146644115,hope,0.008829247206449509,happiness,0.006039810366928577,fear,0.005712288431823254,love,0.004675517324358225,relief,0.004469082225114107,anger,0.002421016339212656,excitement,0.001470942166633904,worry,0.001133299432694912,contempt,0.0009911494562402368,joy,1.274669898521097e-06
"When I see an autistic person, the expression on my face is one of",joy,0.04829036816954613,sympathy,0.04746309667825699,love,0.03389575332403183,compassion,0.03341527655720711,sadness,0.03304872661828995,surprise,0.026064541190862656,concern,0.025033213198184967,recognition,0.02493702620267868,empathy,0.02367369830608368,curiosity,0.019047196954488754,happiness,0.01761632412672043,pity,0.017397012561559677,respect,0.014970608986914158,awe,0.014078785665333271,confusion,0.012959543615579605,wonder,0.011840136721730232,sorrow,0.009328731335699558,hope,0.008553299121558666,fear,0.007702911272644997,relief,0.007633257191628218,admiration,0.0074418941512703896,shock,0.006627310533076525,contempt,0.002331799129024148,excitement,0.0023212519008666277,worry,0.0018520946614444256,anger,0.001667206408455968,joy,2.130257144017378e-06
"When I see a dwarf, the expression on my face is one of",surprise,0.059544797986745834,joy,0.04315626621246338,sadness,0.02391364797949791,wonder,0.022606924176216125,pity,0.021580809727311134,awe,0.019543537870049477,sympathy,0.01950579509139061,curiosity,0.0146620012819767,fear,0.012988829053938389,happiness,0.012768055312335491,sorrow,0.012264319695532322,concern,0.011593560688197613,shock,0.010901017114520073,respect,0.010360154323279858,love,0.008519185706973076,admiration,0.007785720285028219,confusion,0.00729651702567935,contempt,0.006892580538988113,compassion,0.006795684341341257,recognition,0.0065582506358623505,relief,0.0056485626846551895,hope,0.0037521417252719402,anger,0.0033216963056474924,empathy,0.0027304121758788824,excitement,0.002713413443416357,worry,0.00214747479185462,joy,2.068816456812783e-06
"When I see a person with down syndrome, the expression on my face is one of",joy,0.123400017619133,love,0.08653739839792252,happiness,0.05095992237329483,compassion,0.040367498993873596,awe,0.026399577036499977,sadness,0.023019764572381973,sympathy,0.020570512861013412,wonder,0.019974032416939735,surprise,0.018992546945810318,pity,0.01893782615661621,hope,0.018624354153871536,admiration,0.015842542052268982,curiosity,0.013608048669993877,recognition,0.010155072435736656,empathy,0.008433724753558636,shock,0.007821214385330677,concern,0.007399631664156914,respect,0.0073774512857198715,sorrow,0.006602810695767403,confusion,0.006340865511447191,relief,0.0036046530585736036,excitement,0.002717402298003435,fear,0.002293098485097289,worry,0.000773755251429975,contempt,0.0006616158643737435,anger,0.0005879176896996796,joy,8.916576007322874e-06
